"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
176,182,1.00439987299386,0.0262414504831728,0.953619988458145,0.961629800020282,1.04794946104686,1.00417134984599,1.04794946104686,1.04794946104686,1.0564784245502
177,183,1.07367923176679,0.027062766386261,1.02128619649347,1.02955610567214,1.11857793755841,1.07345186226242,1.11857793755841,1.11857793755841,1.12736437882871
178,184,1.14144790088318,0.0278484772434712,1.08751223831964,1.09603073973008,1.1876375724826,1.14122143111544,1.1876375724826,1.1876375724826,1.19667056279968
179,185,1.25346449194921,0.0290328106584673,1.19720080421202,1.2060951159516,1.30159845168541,1.25324034591296,1.30159845168541,1.30159845168541,1.31100197451047
180,186,1.31124446876763,0.0293423326810872,1.25435896490103,1.26335678992883,1.35987870873392,1.3110256062152,1.35987870873392,1.35987870873392,1.36937374262049
181,187,1.36804530243197,0.0293542216156433,1.31111095846245,1.32012262911198,1.41668412142904,1.36783535645723,1.41668412142904,1.41668412142904,1.42617274514057
182,188,1.36559402149081,0.0285180338008632,1.31026589919793,1.31902704070334,1.41283814285526,1.36539551026475,1.41283814285526,1.41283814285526,1.42205026051257
183,189,1.30110181201435,0.0269430656088476,1.24882479282203,1.25710386589529,1.34573413040852,1.30091583878048,1.34573413040852,1.34573413040852,1.35443569604878
184,190,1.23127351231125,0.0253453641510405,1.18209349735724,1.18988280739305,1.27325742128554,1.23109960799057,1.27325742128554,1.27325742128554,1.28144180590315
185,191,1.16997182134396,0.0239770475324669,1.12344479964312,1.13081441296538,1.20968792843736,1.169808032642,1.20968792843736,1.20968792843736,1.21742963580659
186,192,1.11629649585508,0.0228626430542008,1.07193167427527,1.07895887428776,1.15416651367339,1.1161404180106,1.15416651367339,1.15416651367339,1.16154829026722
187,193,1.12686142098723,0.0225552798671079,1.08308303450427,1.09001972007475,1.16421644173954,1.1267109355888,1.16421644173954,1.16421644173954,1.17149499926428
188,194,1.09466226011975,0.0219327597651432,1.05209256628696,1.05883763477097,1.13098653849164,1.09451578130066,1.13098653849164,1.13098653849164,1.138064376793
189,195,1.07145074683909,0.0214461787480532,1.02982505620937,1.03642064711048,1.10696892515084,1.07130766119472,1.10696892515084,1.10696892515084,1.11388957728299
190,196,1.1157671755169,0.0216623194433131,1.07370954510394,1.08037652709507,1.15163601230733,1.11562698928125,1.15163601230733,1.15163601230733,1.15862146896533
191,197,1.20262539447083,0.0222976199805776,1.15931573830388,1.16618560560998,1.23953523987799,1.20248759214555,1.23953523987799,1.23953523987799,1.24671816649993
192,198,1.24534566284858,0.022454156591522,1.20172103406659,1.20864345828174,1.28250819550456,1.24521071251607,1.28250819550456,1.28250819550456,1.28973720010408
193,199,1.31487619522298,0.0226939028971531,1.27076910003142,1.27777204641121,1.35242569054721,1.31474563688896,1.35242569054721,1.35242569054721,1.35972523988023
194,200,1.26103370631403,0.0217290457151264,1.21880129047782,1.22550673014519,1.29698639769493,1.26090890311566,1.29698639769493,1.29698639769493,1.30397536578585
195,201,1.32136618013879,0.0216472015996208,1.27927532976972,1.28596245364268,1.3571731298827,1.32124797069499,1.3571731298827,1.3571731298827,1.36412880276223
196,202,1.37336537127586,0.0214745681337932,1.33159492924453,1.33823477697446,1.40887775911444,1.3732534441796,1.40887775911444,1.40887775911444,1.41577188381111
197,203,1.30820403819523,0.0203637731756111,1.26859285428565,1.27488978935302,1.34187870535573,1.3080983774851,1.34187870535573,1.34187870535573,1.3484156813792
198,204,1.21479421002413,0.0190043724050821,1.17782871406862,1.18370473254018,1.24622172909616,1.21469510930702,1.24622172909616,1.24622172909616,1.25232288545079
199,205,1.19515720898452,0.0182877488869159,1.15957965415915,1.16523646487901,1.2253961247511,1.19506393335625,1.2253961247511,1.2253961247511,1.23126483995439
200,206,1.16388065224069,0.0176183842603676,1.12960254976785,1.13505340231441,1.19301114451818,1.16379175330649,1.19301114451818,1.19301114451818,1.19866395857153
201,207,1.20995299178105,0.0176190139548044,1.17566400248318,1.18111888416177,1.23907881607311,1.20986747172261,1.23907881607311,1.23907881607311,1.24472798322502
202,208,1.139058036999,0.0168036294051765,1.10635894416872,1.11156017159089,1.16683775806428,1.13897540781177,1.16683775806428,1.16683775806428,1.17222670340329
203,209,1.10138261538461,0.0162301823730822,1.06979917653051,1.07482300318761,1.12821416878356,1.10130289273234,1.12821416878356,1.12821416878356,1.13341911026207
204,210,1.07584645809527,0.0157888664975015,1.04512089800951,1.05000848203599,1.10194789621418,1.07576922119916,1.10194789621418,1.10194789621418,1.10701094790543
205,211,1.09547572360979,0.0157463564001274,1.06482836509074,1.06970458549824,1.12150421166286,1.09540027854712,1.12150421166286,1.12150421166286,1.12655182908665
206,212,1.05882946651528,0.015345354587178,1.02896431869155,1.03371567094863,1.08419613040861,1.05875533529029,1.08419613040861,1.08419613040861,1.0891158948667
207,213,1.06738264738799,0.0152795381492473,1.03764300519099,1.04237500549106,1.09263898427335,1.06730973962263,1.09263898427335,1.09263898427335,1.09753661733769
208,214,1.05945110878327,0.0151119030507505,1.03003701200135,1.03471738811795,1.08442991863463,1.05937925809937,1.08442991863463,1.08442991863463,1.08927352603416
209,215,1.06966903429767,0.0150852248949205,1.04030454946647,1.04497758196462,1.09460237835696,1.06959812098379,1.09460237835696,1.09460237835696,1.09943651263809
210,216,1.01463840707682,0.014599491589856,0.986223414646661,0.990744400005936,1.03877126722151,1.01456838458148,1.03877126722151,1.03877126722151,1.04345133053961
211,217,1.048859344226,0.0147521959268018,1.02014259481933,1.02471267338048,1.07324193410259,1.04879018187534,1.07324193410259,1.07324193410259,1.07796913659244
212,218,1.04506484478879,0.0146655005446648,1.01651641215643,1.02105981012638,1.06930388030783,1.04499624477249,1.06930388030783,1.06930388030783,1.07400312469347
213,219,1.07056687358168,0.0147879073547457,1.04177706301809,1.04635961209697,1.09500639093167,1.07049878512731,1.09500639093167,1.09500639093167,1.09974362429049
214,220,1.05844933973988,0.0146358932061501,1.02995567991044,1.03449104179021,1.08263774765493,1.05838188038067,1.08263774765493,1.08263774765493,1.08732636462524
215,221,1.06155241230604,0.0145691789908967,1.03318720193878,1.03770245908255,1.0856297159819,1.06148576192854,1.0856297159819,1.0856297159819,1.09029639037754
216,222,1.09518832221139,0.014703494998132,1.06655742509823,1.07111597015487,1.11948512428818,1.09512252212586,1.11948512428818,1.11948512428818,1.12419315493941
217,223,1.14112727454467,0.0149106464864072,1.11208791503744,1.1167127065344,1.16576336941002,1.14106233141518,1.16576336941002,1.16576336941002,1.17053569971163
218,224,1.0717561194881,0.01432706129773,1.04385743371343,1.04829958497777,1.09543041775481,1.07169227955664,1.09543041775481,1.09543041775481,1.10001760151595
219,225,1.06963457391771,0.0141490510934538,1.04208063851171,1.04646834536136,1.09301360982139,1.06957218701296,1.09301360982139,1.09301360982139,1.09754304818117
220,226,1.12617024183598,0.0143732583091672,1.09817332446121,1.10263308551881,1.1499159788521,1.12610909401765,1.1499159788521,1.1499159788521,1.15451465651081
221,227,1.19944996665436,0.0147141318746895,1.17078214205342,1.17535042633044,1.22375474373699,1.19938979914648,1.22375474373699,1.22375474373699,1.2284597175968
222,228,1.2946253491056,0.0151234674534246,1.26515158272328,1.26985030150656,1.31960127220471,1.29456646014639,1.31960127220471,1.31960127220471,1.32443377601583
223,229,1.28263998454667,0.0147968468554702,1.25380071373286,1.25839876845806,1.30707529011157,1.28258308498725,1.30707529011157,1.30707529011157,1.31180261032655
224,230,1.30479936873002,0.0145617311651851,1.27641313318512,1.28094019740207,1.32884331832303,1.30474519885673,1.32884331832303,1.32884331832303,1.33349344671884
225,231,1.35483663455736,0.0144344080120453,1.32669165218894,1.33118189553358,1.37866622931865,1.35478537358418,1.37866622931865,1.37866622931865,1.38327292839659
226,232,1.44288464397924,0.0144737849360642,1.41465431207278,1.41916021349137,1.46677415725172,1.44283624805653,1.46677415725172,1.46677415725172,1.47139000557887
227,233,1.46556228570449,0.0141279114688559,1.43800130761662,1.44240162363422,1.48887780126441,1.46551688861578,1.48887780126441,1.48887780126441,1.4933812514056
228,234,1.51281963191103,0.0138244986581013,1.48584396548115,1.49015240263079,1.53563050311027,1.51277752162167,1.53563050311027,1.53563050311027,1.54003460739461
229,235,1.45089469050959,0.0129865503094543,1.42555179396762,1.42960000352296,1.47232154398783,1.45085594437376,1.47232154398783,1.47232154398783,1.47645777792738
230,236,1.41044491679585,0.0122540873077278,1.38652834391474,1.39034944483789,1.43066144175688,1.41040942870689,1.43066144175688,1.43066144175688,1.43456316537134
231,237,1.36517812210775,0.0115593483158592,1.34261506154735,1.34622049257482,1.38424703935619,1.36514549682523,1.38424703935619,1.38424703935619,1.38792658929373
232,238,1.32525822225064,0.0109619102051161,1.30385928160265,1.30727917966062,1.34334036085983,1.32522799845825,1.34334036085983,1.34334036085983,1.34682892207309
233,239,1.27614515696185,0.0103923509880155,1.25585679958482,1.25909950953862,1.29328703150952,1.27611694686521,1.29328703150952,1.29328703150952,1.29659382986035
234,240,1.2925071969609,0.0101398846563533,1.2727088399889,1.27587391779342,1.30923092499812,1.29248068082593,1.30923092499812,1.30923092499812,1.31245624282686
235,241,1.24482048824261,0.00967948172184672,1.22592044119932,1.22894206199808,1.26078449356262,1.24479539974415,1.26078449356262,1.26078449356262,1.2638631110474
236,242,1.28879550441285,0.00959147206202056,1.27006426502461,1.27305962241472,1.30461254916012,1.28877171061106,1.30461254916012,1.30461254916012,1.30766196192242
237,243,1.27460682177722,0.00930196498167421,1.2564396877531,1.25934514158352,1.28994568884285,1.27458419354972,1.28994568884285,1.28994568884285,1.29290255006805
238,244,1.24280173558612,0.00895191446239687,1.22531745840726,1.22811389587788,1.25756289155524,1.24278024207302,1.25756289155524,1.25756289155524,1.26040815854963
239,245,1.26684922920915,0.00880584895235805,1.24964812995522,1.25239977839623,1.28136827660662,1.26682882616198,1.28136827660662,1.28136827660662,1.28416627722897
240,246,1.28903594765731,0.00866668146488684,1.2721048213553,1.27481372901088,1.30332442015207,1.28901652457177,1.30332442015207,1.30332442015207,1.30607745369169
241,247,1.27969231350198,0.00842413457802233,1.26323390062936,1.26586744402822,1.29358023739692,1.27967382836552,1.29358023739692,1.29358023739692,1.29625577582519
242,248,1.30656753277891,0.00829119764269664,1.29036697494015,1.29295970362555,1.32023518563059,1.30654999476612,1.32023518563059,1.32023518563059,1.32286775764922
243,249,1.25475304326341,0.00790875319401851,1.23929944050814,1.2417727034434,1.26779006289332,1.25473642691803,1.26779006289332,1.26779006289332,1.27030107529361
244,250,1.21026600737332,0.00755590279198999,1.19550144042915,1.19786452942588,1.22272112207673,1.21025028313453,1.22272112207673,1.22272112207673,1.22511993382755
245,251,1.15248361464012,0.00718689823241907,1.13844004997124,1.14068775323441,1.16433043480536,1.15246867548711,1.16433043480536,1.16433043480536,1.16661207724344
246,252,1.07369393237402,0.00678900750608446,1.06042842730816,1.06255146666791,1.08488520739031,1.07367962335717,1.08488520739031,1.08488520739031,1.08704075436309
247,253,1.18592697756937,0.0070187940337457,1.17220978100938,1.17440575306291,1.19749543423022,1.18591313091373,1.19749543423022,1.19749543423022,1.19972286349815
248,254,1.16670683481958,0.00688265722945611,1.1532555722034,1.15540900105754,1.17805083447596,1.16669330075046,1.17805083447596,1.17805083447596,1.18023501040211
249,255,1.17054472056718,0.00680032256693266,1.15725379153926,1.15938169046668,1.18175267087518,1.17053155168557,1.18175267087518,1.18175267087518,1.18391048723277
250,256,1.23325529537696,0.00686605606722467,1.21983431539128,1.22198341205145,1.24457064298389,1.23324255331685,1.24457064298389,1.24457064298389,1.24674868741247
251,257,1.29146989971573,0.00690477540059895,1.27797178759018,1.28013358083893,1.30284819310715,1.29145759439794,1.30284819310715,1.30284819310715,1.30503794192353
252,258,1.29526200679415,0.00677284905229191,1.2820210416178,1.28414183161547,1.30642244960139,1.29525020186981,1.30642244960139,1.30642244960139,1.30857005836008
253,259,1.27191692513645,0.0065424674645858,1.25912582882509,1.26117468998123,1.28269742472669,1.27190570747158,1.28269742472669,1.28269742472669,1.28477177049205
254,260,1.12184764071871,0.00597666710967799,1.11016377567187,1.11203503337081,1.13169645194675,1.12183702712961,1.13169645194675,1.13169645194675,1.13359182189662
255,261,1.10899127461595,0.00579188663314605,1.097668063015,1.09948169688577,1.11853524636028,1.1089811916101,1.11853524636028,1.11853524636028,1.12037178708901
256,262,1.10273131323039,0.00567446553376075,1.09163724763658,1.09341427799742,1.1120815494604,1.10272157997135,1.1120815494604,1.1120815494604,1.11388069211519
257,263,1.07621572736969,0.00554080923842981,1.06538298489039,1.06711815366679,1.08534573637637,1.07620621858256,1.08534573637637,1.08534573637637,1.08710250748506
258,264,1.06240592695436,0.00545160573578273,1.05174749657819,1.0534547653947,1.07138889599721,1.06239660222014,1.07138889599721,1.07138889599721,1.07311734900953
259,265,1.16234262063051,0.00565464555873414,1.15128579729777,1.15305722194333,1.17165929793792,1.16233345093849,1.17165929793792,1.17165929793792,1.17345155455219
260,266,1.1616284184268,0.00560917940892448,1.15066030504031,1.1524175632815,1.17087007014686,1.16161939005202,1.17087007014686,1.17087007014686,1.17264783930851
261,267,1.1592439239022,0.00553630163369205,1.14841803667429,1.15015257447222,1.16836533656316,1.15923511051567,1.16836533656316,1.16836533656316,1.17011989686547
262,268,1.1532510706071,0.00543653808922721,1.1426199464753,1.1443233550013,1.16220792637825,1.15324252782799,1.16220792637825,1.16220792637825,1.16393074263539
263,269,1.11266470838244,0.00525479437344701,1.10238902615958,1.10403547253275,1.12132216170689,1.11265643610083,1.12132216170689,1.12132216170689,1.12298740128713
264,270,1.07628712850122,0.00509037874585508,1.06633299204454,1.06792791005169,1.0846737212526,1.07627910340558,1.0846737212526,1.0846737212526,1.08628687090259
265,271,1.020350746698,0.0048945708437482,1.01077982166708,1.01231326433227,1.02841492534323,1.02034292037255,1.02841492534323,1.02841492534323,1.02996614807901
266,272,0.902736420324458,0.00456352559740925,0.893813944962366,0.895243226959029,0.910255844454327,0.902728730470265,0.910255844454327,0.910255844454327,0.911702596480484
267,273,0.884309509259845,0.00450113350310479,0.875509169710652,0.876918851454215,0.891726217226661,0.884301872351616,0.891726217226661,0.891726217226661,0.893153248715332
268,274,0.87930509555611,0.00451091803066206,0.870485797530089,0.871898475188815,0.886738028367647,0.879297381756563,0.886738028367647,0.886738028367647,0.888168230455077
269,275,0.884811061923142,0.00457610565144919,0.87586449684453,0.877297516923213,0.892351516845363,0.884803172965961,0.892351516845363,0.892351516845363,0.893802459280528
270,276,0.883285323880949,0.00463342969522378,0.874227011436249,0.875677853253612,0.890920430498139,0.883277222068639,0.890920430498139,0.890920430498139,0.892389678241743
271,277,0.866891583126035,0.00465123874326734,0.857798982694891,0.859255190226026,0.874556351513538,0.866883264521432,0.874556351513538,0.874556351513538,0.876031457484824
272,278,0.871865279721427,0.0047254356065419,0.862627877908809,0.864107217524218,0.879652462842962,0.871856742583363,0.879652462842962,0.879652462842962,0.881151197368546
273,279,0.875499956618281,0.00480059431465114,0.866115921244057,0.867618674899832,0.883411168198277,0.875491182330881,0.883411168198277,0.883411168198277,0.884933855526208
274,280,0.859507677089204,0.00482428122503936,0.850077932655756,0.851587864609933,0.867458277907696,0.859498651129146,0.867458277907696,0.867458277907696,0.868988715289868
275,281,0.830940212368084,0.00481060255278322,0.821538010734223,0.823043340192747,0.838868751032933,0.830930928968142,0.838868751032933,0.838868751032933,0.840395170776894
276,282,0.781224120540608,0.00473469163964005,0.771971503931985,0.773452593496385,0.789028274680974,0.781214555527812,0.789028274680974,0.789028274680974,0.790531094303949
277,283,0.794070869391125,0.00485817938458004,0.784577195876281,0.78609680882536,0.802078725426081,0.794060961856214,0.802078725426081,0.802078725426081,0.803620846584257
278,284,0.867219026009909,0.00518865099284947,0.857078892381428,0.85870214007925,0.875771209998446,0.867208677973559,0.875771209998446,0.875771209998446,0.87741796665011
279,285,0.899848248029487,0.00540900788420893,0.889277616327689,0.890969744595771,0.908763720372264,0.899837410163692,0.908763720372264,0.908763720372264,0.91048047040188
280,286,0.911758771256344,0.00554765721475885,0.900917569383861,0.902652917685095,0.920903005267443,0.911747519583928,0.920903005267443,0.920903005267443,0.922663915426576
281,287,0.953451385847845,0.00574796077477332,0.942218446380992,0.944016572868107,0.962925599144364,0.953439835186601,0.962925599144364,0.962925599144364,0.964749966741094
282,288,0.99723739487779,0.00593551628852971,0.985637493768108,0.98749446505424,1.00702049352787,0.997225618918915,1.00702049352787,1.00702049352787,1.00890421776194
283,289,0.987048630639255,0.0059424111931281,0.975435640627225,0.977294615200069,0.996843323885175,0.987036705466964,0.996843323885175,0.996843323885175,0.99872939039223
284,290,0.997053697874727,0.00598693390254781,0.985353609559908,0.987226547941242,1.00692172311841,0.997041714801985,1.00692172311841,1.00692172311841,1.008821884974
285,291,0.938389946107123,0.00581283249053858,0.92703114659329,0.928849201977226,0.947971631656751,0.938377943653747,0.947971631656751,0.947971631656751,0.949816954541905
286,292,0.947722166910661,0.00584712982316002,0.936296209616445,0.938125046913105,0.9573603049639,0.947710141990545,0.9573603049639,0.9573603049639,0.959216460802661
287,293,0.94016385319636,0.00584550617423393,0.928741334344929,0.930569557930432,0.949799473315489,0.94015173833502,0.949799473315489,0.949799473315489,0.951655219773379
288,294,0.941148125649062,0.00588206090242653,0.929654356927556,0.931493941299687,0.950844109554051,0.941135871623216,0.950844109554051,0.950844109554051,0.952711532955849
289,295,0.976253181405147,0.00602855176021931,0.96447273661893,0.966358305596747,0.986190385838471,0.976240772276419,0.986190385838471,0.986190385838471,0.988104146213937
290,296,1.03289017701962,0.00623877939967404,1.0206981246698,1.02264976602807,1.04317343455391,1.03287761605715,1.04317343455391,1.04317343455391,1.04515361225173
291,297,1.01231742290734,0.00619923035049425,1.00020315119572,1.00214222438417,1.02253578620595,1.01230476865131,1.02253578620595,1.02253578620595,1.02450360767965
292,298,0.989290943226959,0.00612496540850643,0.977322189167092,0.979237876492471,0.999387127491737,0.989278302821459,0.999387127491737,0.999387127491737,1.00133153163543
293,299,0.958713802892333,0.00601811224458519,0.946954341251322,0.948836412599315,0.968634147044785,0.958701210468919,0.968634147044785,0.968634147044785,0.970544826202869
294,300,0.955011298942317,0.00600612280083106,0.943275331992821,0.945153627055316,0.964911919577122,0.954998708017446,0.964911919577122,0.964911919577122,0.966818819045108
295,301,0.95273748534832,0.00601590305020807,0.940982552131167,0.942863848246047,0.962654314021332,0.952724823237103,0.962654314021332,0.962654314021332,0.964564376264418
296,302,0.956966444625744,0.00605687096285361,0.945131546779713,0.94702562024254,0.966950857368258,0.956953666191356,0.966950857368258,0.966950857368258,0.968873961225216
297,303,0.96891808225368,0.00612540388249119,0.956949230980693,0.958864752714639,0.979015442229065,0.968905174219263,0.979015442229065,0.979015442229065,0.980960288786114
298,304,0.970728892082118,0.00616028565275558,0.958692024077004,0.960618397693013,0.98088383673373,0.970715860970801,0.98088383673373,0.98088383673373,0.98283981478193
299,305,0.875013873253066,0.00587138635886928,0.863543528050327,0.865378751853427,0.884693790406887,0.87500074085717,0.884693790406887,0.884693790406887,0.886558848737642
300,306,0.812306735805697,0.00567991119141753,0.801211978969775,0.802986746705013,0.821671882773145,0.812293497252555,0.821671882773145,0.821671882773145,0.82347672620232
301,307,0.827446142063198,0.00578661964282733,0.81614295374569,0.817951061784211,0.836987235339016,0.827432652818746,0.836987235339016,0.836987235339016,0.838825988598582
302,308,0.893294679069032,0.00611401249673893,0.881351118814265,0.883261869849606,0.903375068714542,0.89328073031434,0.903375068714542,0.903375068714542,0.905317508900976
303,309,0.991433421646568,0.00656679234270997,0.978603991337361,0.980656793660476,1.00225950500897,0.991418923228211,1.00225950500897,1.00225950500897,1.00434524522754
304,310,1.16687602968872,0.00723068118504783,1.15274664050255,1.15500814465644,1.17879486004584,1.16686109447421,1.17879486004584,1.17879486004584,1.18109029442772
305,311,1.30458329845,0.00768093269549669,1.28957182545331,1.29197505037981,1.31724296589843,1.30456822426094,1.31724296589843,1.31724296589843,1.31968043678414
306,312,1.36717603329401,0.00778074089915029,1.35196804548062,1.35440307720208,1.37999933808339,1.3671612729873,1.37999933808339,1.37999933808339,1.38246790268047
307,313,1.37694347946341,0.00761661144425852,1.36205514036265,1.3644392665922,1.3894955970539,1.37692943563722,1.3894955970539,1.3894955970539,1.39191162844093
308,314,1.37899759405325,0.00737547880728602,1.36457932002174,1.36688847869277,1.3911515620308,1.37898444498621,1.3911515620308,1.3911515620308,1.39349059312277
309,315,1.34503635645288,0.0070327316418925,1.33128731716835,1.33348948526043,1.3566250381063,1.34502409922925,1.3566250381063,1.3566250381063,1.35885505250572
310,316,1.39106905081333,0.00690750377820162,1.3775631087208,1.37972675158625,1.40245035003302,1.39105761751108,1.40245035003302,1.40245035003302,1.40463996740066
311,317,1.37493777591175,0.00664166899394526,1.36195075774396,1.36403147246441,1.38588055831442,1.37492708168087,1.38588055831442,1.38588055831442,1.38798556849489
312,318,1.38055496145742,0.00643121092663513,1.36797841966789,1.36999362050511,1.39115036697305,1.38054497503361,1.39115036697305,1.39115036697305,1.39318825525539
313,319,1.46194619839747,0.00639154459655633,1.44944548888926,1.45144895330521,1.47247521598604,1.46193688391971,1.47247521598604,1.47247521598604,1.47449984130288
314,320,1.46895895782948,0.00618345991167808,1.45686427112661,1.4588028905766,1.4791446205053,1.46895028158609,1.4791446205053,1.4791446205053,1.48110295089791
315,321,1.38808238962182,0.00578011532307088,1.37677638597781,1.37858864918761,1.39760349716272,1.38807436663532,1.39760349716272,1.39760349716272,1.39943398722736
316,322,1.32945401866255,0.00542864963856478,1.31883507212933,1.32053730472329,1.33839593729668,1.32944662961227,1.33839593729668,1.33839593729668,1.34011495655113
317,323,1.24389208389944,0.00505701508696588,1.23400000349764,1.23558573887366,1.25222180528789,1.24388523084607,1.25222180528789,1.25222180528789,1.25382310963105
318,324,1.18187642681378,0.00477456658589412,1.17253673069109,1.17403394465312,1.1897408404062,1.18186999735875,1.1897408404062,1.1897408404062,1.19125266099239
319,325,1.13224146562041,0.00455598091561355,1.1233292835795,1.12475798071711,1.13974579523508,1.13223535475012,1.13974579523508,1.13974579523508,1.14118837522675
320,326,1.11515671132819,0.00443480278440004,1.10648137410925,1.10787215025,1.12246132561534,1.11515083249606,1.12246132561534,1.12246132561534,1.12386545745926
321,327,1.13246719871684,0.00440435381116291,1.12385105934513,1.12523243267591,1.13972144121411,1.13246148896644,1.13972144121411,1.13972144121411,1.14111578612359
322,328,1.12378011363395,0.00433472114209571,1.11530006395499,1.11665965015397,1.13091958842929,1.12377454024506,1.13091958842929,1.13091958842929,1.13229183641702
323,329,1.14889449337498,0.00432984378667411,1.14042362160221,1.1417818231413,1.15602571752117,1.14888905407904,1.15602571752117,1.15602571752117,1.15739627621301
324,330,1.18520799061199,0.0043423243900426,1.17671226970864,1.1780745586643,1.19235951183513,1.18520268752982,1.19235951183513,1.19235951183513,1.19373384848948
325,331,1.19624523902798,0.00430137105162802,1.18782936542556,1.18917891711953,1.20332914684537,1.19624008351356,1.20332914684537,1.20332914684537,1.20469041098948
326,332,1.20650011083898,0.00424792383558813,1.19818850812069,1.19952141114842,1.21349581633926,1.2064951253874,1.21349581633926,1.21349581633926,1.21484004546358
327,333,1.22519746855591,0.00420105840557934,1.21697719754411,1.21829554150192,1.23211577442958,1.22519266691376,1.23211577442958,1.23211577442958,1.23344502690055
328,334,1.19578180731549,0.0040683677664651,1.18782107128237,1.18909781626396,1.20248153673611,1.1957771934289,1.20248153673611,1.20248153673611,1.20376876368226
329,335,1.14984049912872,0.00390706894204823,1.14219536678842,1.14342149900676,1.15627459434417,1.14983607382588,1.15627459434417,1.15627459434417,1.15751078009693
330,336,1.10933953093274,0.00376272199552599,1.10197682692301,1.10315766823391,1.1155359050891,1.1093352767296,1.1155359050891,1.1155359050891,1.11672641122507
331,337,1.07905782767207,0.00365107473572124,1.07191356069803,1.07305937560027,1.08507032623946,1.07905370977794,1.08507032623946,1.08507032623946,1.08622549629592
332,338,1.08768714549585,0.0036208996145564,1.08060173647431,1.08173815634019,1.09364984032063,1.08768312751897,1.09364984032063,1.09364984032063,1.09479538834589
333,339,1.05858609412048,0.00353949144889003,1.05166003437958,1.05277088470544,1.06441475987136,1.05858214923856,1.06441475987136,1.06441475987136,1.06553457229724
334,340,1.00780837195255,0.00342566133322201,1.00110523478289,1.00218028816114,1.01344969556601,1.00780449054419,1.01344969556601,1.01344969556601,1.01453356684306
335,341,0.969197672690142,0.00333755965914854,0.962667068695888,0.963714417463505,0.974693996152626,0.969193841584281,0.974693996152626,0.974693996152626,0.97575004854021
336,342,0.951059600032804,0.0032970275972628,0.944608377229246,0.945642977990688,0.956489218044277,0.951055790112713,0.956489218044277,0.956489218044277,0.957532474295174
337,343,0.894015761302358,0.00320141828890548,0.887751962054622,0.888756422371452,0.899288135229095,0.894011939941215,0.899288135229095,0.899288135229095,0.900301277027223
338,344,0.833417968407394,0.00310609480836123,0.827341106303916,0.828315486802207,0.838533612493648,0.833414109672488,0.838533612493648,0.838533612493648,0.839516759379691
339,345,0.748694857347482,0.00297166654021865,0.742881677593256,0.743813615628411,0.753589510230094,0.748690925708446,0.753589510230094,0.753589510230094,0.754530380278097
340,346,0.696248316153247,0.00291136405583133,0.690553686719588,0.691466479433282,0.701043994909807,0.696244258198785,0.701043994909807,0.701043994909807,0.701966006602808
341,347,0.6502557946744,0.00288251962413334,0.644618272398377,0.645521747357536,0.655004370846036,0.650251535371227,0.655004370846036,0.655004370846036,0.655917522213551
342,348,0.612140891341132,0.00288890364842672,0.606491668507567,0.607396831286285,0.616900453324499,0.612136346770106,0.616900453324499,0.616900453324499,0.617815940590278
343,349,0.613590266153379,0.00300840994790097,0.607707874036792,0.60865027197565,0.618547031623714,0.613585349453522,0.618547031623714,0.618547031623714,0.61950059946183
344,350,0.623616575078723,0.00317239934603234,0.61741408615276,0.618407633467118,0.628843866390642,0.623611195650306,0.628843866390642,0.628843866390642,0.629849634843341
345,351,0.602667716179839,0.00327102319904253,0.596273460537925,0.597297473944092,0.608058144875278,0.602661798284121,0.608058144875278,0.608058144875278,0.609095602723203
346,352,0.576548596083437,0.00335611317609802,0.569989258289878,0.571039409987198,0.582079995220302,0.57654208407207,0.582079995220302,0.582079995220302,0.583144941085424
347,353,0.548011296102079,0.0034351493000128,0.541298945257526,0.542373246518203,0.55367382911996,0.548004118498673,0.55367382911996,0.55367382911996,0.554764436655393
348,354,0.529228259428376,0.00355402930710436,0.522285123233884,0.523396001619468,0.535087654713384,0.529220303761904,0.535087654713384,0.535087654713384,0.536216606994438
349,355,0.542457191748957,0.00380327712885216,0.535028193962971,0.536216553961629,0.548728148953396,0.542448303259689,0.548728148953396,0.548728148953396,0.549936702056024
350,356,0.574338064372303,0.00415131117509123,0.566230101104097,0.567526866280507,0.58118337965613,0.574328062521368,0.58118337965613,0.58118337965613,0.582502867298097
351,357,0.61076955144918,0.00454483902216562,0.601893905478756,0.603313232361283,0.618264323504653,0.61075827851549,0.618264323504653,0.618264323504653,0.619709260528503
352,358,0.606351360133472,0.00479407786677669,0.596991092496599,0.598487411507456,0.614258406636076,0.60633872549127,0.614258406636076,0.614258406636076,0.615783429344672
353,359,0.608542655802801,0.00506048174397006,0.598664211570485,0.600242896650142,0.616890262825011,0.608528628645573,0.616890262825011,0.616890262825011,0.618500815144707
354,360,0.629256049382295,0.00540637086412327,0.618703820701206,0.620389846267764,0.638175067105343,0.62924056616838,0.638175067105343,0.638175067105343,0.639896267810788
355,361,0.627437013328191,0.00566639947431742,0.616379622655718,0.618145798969949,0.636786413064011,0.627419955611835,0.636786413064011,0.636786413064011,0.638591341497933
